DEPCOM,Libelle_DOM,Libelle_SDOM,Libelle_TYPEQU,SIRET,TYPEQU
43091,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,33816186200010,B204
43091,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,53786665900015,B207
43091,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,53800295700024,B207
43091,Commerces,Commerces alimentaires,ÉPICERIE,34425211900039,B202
43091,Commerces,Commerces alimentaires,ÉPICERIE,83018814000016,B202
43091,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE COMBUSTIBLES DOMESTIQUES,53418703400028,B320
43091,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,38206308900017,B307
43091,Commerces,Commerces spécialisés non-alimentaires,STATION DE RECHARGE DE VÉHICULES ÉLECTRIQUES,"",B326
43091,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21430091500029,C108
43091,Santé et action sociale,Action sociale pour enfants en bas-âge,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT,"",D502
43091,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : SERVICES D’AIDE,32394522000016,D403
43091,Services pour les particuliers,Artisanat du bâtiment,MAÇON,41190195200019,A401
43091,Services pour les particuliers,Autres services,AGENCE IMMOBILIÈRE,90152519600019,A505
43091,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,38840397400016,A504
43091,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,41190195200027,A504
43091,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,75035271800019,A504
43091,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,79354640900012,A504
43091,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,82421076900017,A504
43091,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,87821291900012,A504
43091,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,90124785800011,A504
43091,Services pour les particuliers,Services généraux,AGENCE POSTALE,"",A208
43091,Services pour les particuliers,Services publics,MAIRIE,"",A129
43091,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43091,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43091,"Sports, loisirs et culture",Equipements de loisirs,ÉQUIPEMENTS DE SPORTS DE NATURE,"",F204
43091,"Sports, loisirs et culture",Equipements sportifs,DOMAINE SKIABLE,"",F105
43091,"Sports, loisirs et culture",Equipements sportifs,SALLES DE REMISE EN FORME,"",F120
43091,"Sports, loisirs et culture",Equipements sportifs,SITE D'ACTIVITÉS AÉRIENNES,"",F125
43091,"Sports, loisirs et culture",Equipements sportifs,SKATEPARK & VÉLO-FREESTYLE,"",F130
43091,"Sports, loisirs et culture",Equipements sportifs,TENNIS,"",F103
43091,"Sports, loisirs et culture",Equipements sportifs,TERRAINS DE GRANDS JEUX,"",F113
43091,Tourisme,Tourisme,AUTRES HÉBERGEMENTS COLLECTIFS TOURISTIQUES,77563413200069,G105
43091,Tourisme,Tourisme,HÔTEL,85028725100019,G102
43091,Tourisme,Tourisme,HÔTEL,89043214900015,G102
43092,Commerces,Commerces alimentaires,AUTRES COMMERCES ALIMENTAIRES,91110447900017,B210
43092,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,45067379300029,B207
43092,Commerces,Commerces alimentaires,ÉPICERIE,53105964000023,B202
43092,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21430092300023,C108
43092,Santé et action sociale,Autres établissements et services à caractère sanitaire,PHARMACIE,38125539700014,D307
43092,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),INFIRMIER,"",D281
43092,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),MASSEUR KINÉSITHÉRAPEUTE,"",D279
43092,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),MÉDECIN GÉNÉRALISTE,40900681400027,D265
43092,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,91301700000013,A405
43092,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,44107399600015,A403
43092,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,92182079100017,A403
43092,Services pour les particuliers,Artisanat du bâtiment,PLOMBIER COUVREUR CHAUFFAGISTE,35399393400010,A404
43092,Services pour les particuliers,Artisanat du bâtiment,PLOMBIER COUVREUR CHAUFFAGISTE,91227507000015,A404
43092,Services pour les particuliers,Autres services,COIFFURE,41330630900027,A501
43092,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,49095102700021,A507
43092,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,34521680800047,A504
43092,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,43165509100020,A504
43092,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,90143019900017,A504
43092,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,32970999200021,A301
43092,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,49192778600013,A301
43092,Services pour les particuliers,Services généraux,BUREAU DE POSTE,35600000017882,A206
43092,Services pour les particuliers,Services publics,FRANCE SERVICES,"",A128
43092,Services pour les particuliers,Services publics,GENDARMERIE,"",A104
43092,Services pour les particuliers,Services publics,MAIRIE,"",A129
43092,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43092,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43092,"Sports, loisirs et culture",Equipements de loisirs,ÉQUIPEMENTS DE SPORTS DE NATURE,"",F204
43092,"Sports, loisirs et culture",Equipements sportifs,BOULODROME,"",F102
43092,Tourisme,Tourisme,CAMPING,21430092300064,G103
43092,Tourisme,Tourisme,HÔTEL,44802921500010,G102
43092,Transports et déplacements,Infrastructures de transports,TAXI-VTC,42236758100028,E101
43093,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,90965397400016,B312
43093,Enseignement,Enseignement du premier degré,ÉCOLE ÉLÉMENTAIRE,21430093100026,C109
43093,Santé et action sociale,Autres services d'action sociale,PROTECTION DE L’ENFANCE : ACTION ÉDUCATIVE,43043466200093,D702
43093,Services pour les particuliers,Artisanat du bâtiment,MAÇON,35032237600012,A401
43093,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,53156039900036,A403
43093,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,95361326200013,A403
43093,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,84878370000018,A504
43093,Services pour les particuliers,Services généraux,AGENCE POSTALE,"",A208
43093,Services pour les particuliers,Services publics,MAIRIE,"",A129
43093,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43093,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43093,"Sports, loisirs et culture",Equipements sportifs,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,"",F111
43093,"Sports, loisirs et culture",Equipements sportifs,TERRAINS DE GRANDS JEUX,"",F113
43094,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,53538828400015,A403
43094,Services pour les particuliers,Services publics,MAIRIE,"",A129
43094,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43095,Commerces,Commerces alimentaires,AUTRES COMMERCES ALIMENTAIRES,44226905600010,B210
43095,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,75092652900017,B204
43095,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,81423604800017,B207
43095,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,38462466400015,A504
43095,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,34188777600035,A301
43095,Services pour les particuliers,Services publics,MAIRIE,"",A129
43095,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43095,Transports et déplacements,Infrastructures de transports,TAXI-VTC,33279370200033,E101
43096,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,83858251800018,B207
43096,Commerces,Commerces alimentaires,ÉPICERIE,89037322800042,B202
43096,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21430096400027,C108
43096,Enseignement,Enseignement du second degré - second cycle,LYCÉE D’ENSEIGNEMENT TECHNIQUE ET/OU PROFESSIONNEL AGRICOLE,19430112300015,C303
43096,Enseignement,Formation continue,CENTRE DISPENSANT DE LA FORMATION CONTINUE AGRICOLE,19430112300064,C603
43096,Enseignement,Formation continue,ORGANISME DE FORMATION EN APPRENTISSAGE,19430112300064,C610
43096,Santé et action sociale,Action sociale pour enfants en bas-âge,ACCUEIL DE LOISIR SANS HÉBERGEMENT,"",D505
43096,Santé et action sociale,Action sociale pour enfants en bas-âge,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT,"",D502
43096,Santé et action sociale,Action sociale pour handicapés,ENFANTS HANDICAPÉS : HÉBERGEMENT,77912249800065,D601
43096,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),MASSEUR KINÉSITHÉRAPEUTE,"",D279
43096,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,43185047800030,A403
43096,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,80821532100023,A403
43096,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,51495503800013,A402
43096,Services pour les particuliers,Artisanat du bâtiment,PLOMBIER COUVREUR CHAUFFAGISTE,35345940700022,A404
43096,Services pour les particuliers,Artisanat du bâtiment,PLOMBIER COUVREUR CHAUFFAGISTE,90520468100019,A404
43096,Services pour les particuliers,Autres services,COIFFURE,43935021600032,A501
43096,Services pour les particuliers,Autres services,COIFFURE,85095919800019,A501
43096,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,88982812500027,A507
43096,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,88319510900011,A504
43096,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,37767136700011,A301
43096,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,90903834100014,A301
43096,Services pour les particuliers,Services généraux,AGENCE POSTALE,"",A208
43096,Services pour les particuliers,Services publics,MAIRIE,"",A129
43096,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43096,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43096,"Sports, loisirs et culture",Equipements sportifs,ATHLÉTISME,"",F107
43096,"Sports, loisirs et culture",Equipements sportifs,CENTRE ÉQUESTRE,"",F106
43096,"Sports, loisirs et culture",Equipements sportifs,ÉQUIPEMENTS DE CYCLISME,"",F128
43096,"Sports, loisirs et culture",Equipements sportifs,"SALLES MULTISPORTS, GYMNASES","",F121
43096,"Sports, loisirs et culture",Equipements sportifs,SALLES NON SPÉCIALISÉES,21430096400019,F116
43096,"Sports, loisirs et culture",Equipements sportifs,TENNIS,"",F103
43096,"Sports, loisirs et culture",Equipements sportifs,TERRAINS DE GRANDS JEUX,"",F113
43097,Services pour les particuliers,Artisanat du bâtiment,MAÇON,52229560900013,A401
43097,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,41994518300020,A301
43097,Services pour les particuliers,Services publics,MAIRIE,"",A129
43097,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43097,"Sports, loisirs et culture",Equipements sportifs,BOULODROME,"",F102
43097,"Sports, loisirs et culture",Equipements sportifs,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,"",F111
43098,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,40228636300013,B204
43098,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,82310844400014,A504
43098,Services pour les particuliers,Services publics,MAIRIE,"",A129
43098,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43098,"Sports, loisirs et culture",Equipements sportifs,BOULODROME,"",F102
43098,"Sports, loisirs et culture",Equipements sportifs,TERRAINS DE GRANDS JEUX,"",F113
43098,Transports et déplacements,Infrastructures de transports,TAXI-VTC,34046112800035,E101
43099,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21430099800025,C108
43099,Santé et action sociale,Action sociale pour enfants en bas-âge,ACCUEIL DE LOISIR SANS HÉBERGEMENT,"",D505
43099,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,41526620400031,A403
43099,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,50184537400021,A402
43099,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,51942020200029,A402
43099,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,85259093400018,A402
43099,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,75339441000033,A507
43099,Services pour les particuliers,Services automobiles,CONTRÔLE TECHNIQUE AUTOMOBILE,94809719100019,A302
43099,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,91241698900016,A301
43099,Services pour les particuliers,Services publics,MAIRIE,"",A129
43099,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43100,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),INFIRMIER,"",D281
43100,Services pour les particuliers,Services publics,MAIRIE,"",A129
43100,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43100,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43101,Services pour les particuliers,Artisanat du bâtiment,MAÇON,30764632300013,A401
43101,Services pour les particuliers,Services publics,MAIRIE,"",A129
43101,Tourisme,Tourisme,CAMPING,51055434800027,G103
43101,Tourisme,Tourisme,HÔTEL,83871197600012,G102
43102,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,39138334600015,B207
43102,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,39142611100012,B207
43102,Commerces,Commerces alimentaires,ÉPICERIE,47807860300022,B202
43102,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE COMBUSTIBLES DOMESTIQUES,52514379800029,B320
43102,Commerces,Commerces spécialisés non-alimentaires,PARFUMERIE-COSMÉTIQUE,53129490800029,B310
43102,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,77912988100016,C108
43102,Santé et action sociale,Action sociale pour enfants en bas-âge,ACCUEIL DE LOISIR SANS HÉBERGEMENT,"",D505
43102,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),INFIRMIER,"",D281
43102,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),INFIRMIER,92340429700015,D281
43102,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),MASSEUR KINÉSITHÉRAPEUTE,"",D279
43102,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,81028700300018,A405
43102,Services pour les particuliers,Artisanat du bâtiment,MAÇON,40957035500035,A401
43102,Services pour les particuliers,Artisanat du bâtiment,MAÇON,40957035500043,A401
43102,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,40961288400018,A403
43102,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,42864735800012,A403
43102,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,83935975900017,A402
43102,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,95286743000011,A402
43102,Services pour les particuliers,Artisanat du bâtiment,PLOMBIER COUVREUR CHAUFFAGISTE,75228933000025,A404
43102,Services pour les particuliers,Artisanat du bâtiment,PLOMBIER COUVREUR CHAUFFAGISTE,90073332000015,A404
